"primera","segunda","tercera","day","moth","year"
"83","75","74","25","7","2016"
"89","9","45","24","7","2016"
"22","61","83","23","7","2016"
"29","6","32","22","7","2016"
"14","94","5","21","7","2016"
"62","53","92","20","7","2016"
"29","27","34","19","7","2016"
"6","59","12","18","7","2016"
"87","1","37","17","7","2016"
"18","52","59","16","7","2016"
"21","82","83","15","7","2016"
"62","28","72","14","7","2016"
"73","42","25","13","7","2016"
"8","35","14","12","7","2016"
"93","94","88","11","7","2016"
"97","32","19","10","7","2016"
"21","68","63","9","7","2016"
"18","78","67","8","7","2016"
"54","62","76","7","7","2016"
"10","62","89","6","7","2016"
"7","65","93","5","7","2016"
"1","22","76","4","7","2016"
"27","44","5","3","7","2016"
"99","12","52","2","7","2016"
"83","84","3","1","7","2016"
"89","72","72","30","6","2016"
"9","60","36","29","6","2016"
"69","81","23","28","6","2016"
"75","86","75","27","6","2016"
"39","95","24","26","6","2016"
"49","55","64","25","6","2016"
"85","12","8","24","6","2016"
"20","72","45","23","6","2016"
"83","69","65","22","6","2016"
"46","57","99","21","6","2016"
"69","5","21","20","6","2016"
"95","40","11","19","6","2016"
"64","4","14","18","6","2016"
"75","8","49","17","6","2016"
"83","18","75","16","6","2016"
"67","74","96","15","6","2016"
"55","40","22","14","6","2016"
"35","84","68","13","6","2016"
"97","53","41","12","6","2016"
"8","99","40","11","6","2016"
"98","19","26","10","6","2016"
"82","29","16","9","6","2016"
"63","48","95","8","6","2016"
"45","20","36","7","6","2016"
"52","91","7","6","6","2016"
"50","79","47","5","6","2016"
"53","14","81","4","6","2016"
"81","50","76","3","6","2016"
"37","58","84","2","6","2016"
"1","84","39","1","6","2016"
"33","30","16","31","5","2016"
"90","94","74","30","5","2016"
"14","65","61","29","5","2016"
"96","41","63","28","5","2016"
"54","96","6","27","5","2016"
"89","40","85","26","5","2016"
"29","16","68","25","5","2016"
"52","48","36","24","5","2016"
"16","56","48","23","5","2016"
"23","64","79","22","5","2016"
"53","43","29","21","5","2016"
"86","44","19","20","5","2016"
"21","36","49","19","5","2016"
"26","71","79","18","5","2016"
"87","73","12","17","5","2016"
"58","96","9","16","5","2016"
"58","96","9","15","5","2016"
"58","96","9","14","5","2016"
"58","96","9","13","5","2016"
"59","44","44","12","5","2016"
"9","87","39","11","5","2016"
"47","61","29","10","5","2016"
"16","71","76","9","5","2016"
"19","6","37","8","5","2016"
"37","48","82","7","5","2016"
"13","81","2","6","5","2016"
"21","88","50","5","5","2016"
"47","64","32","4","5","2016"
"58","37","52","3","5","2016"
"22","12","40","2","5","2016"
"97","76","37","1","5","2016"
"45","51","3","30","4","2016"
"79","56","66","29","4","2016"
"4","1","79","28","4","2016"
"64","71","77","27","4","2016"
"84","52","53","26","4","2016"
"77","62","96","25","4","2016"
"38","14","78","24","4","2016"
"81","52","52","23","4","2016"
"89","37","22","22","4","2016"
"54","29","1","21","4","2016"
"52","65","75","20","4","2016"
"64","73","70","19","4","2016"
"37","95","78","18","4","2016"
"10","6","60","17","4","2016"
"67","88","23","16","4","2016"
"22","52","34","15","4","2016"
"40","57","75","14","4","2016"
"72","48","29","13","4","2016"
"40","75","89","12","4","2016"
"19","99","36","11","4","2016"
"66","7","50","10","4","2016"
"77","33","87","9","4","2016"
"79","34","83","8","4","2016"
"8","42","10","7","4","2016"
"72","14","67","6","4","2016"
"72","93","6","5","4","2016"
"69","67","80","4","4","2016"
"86","56","25","3","4","2016"
"32","17","66","2","4","2016"
"61","79","56","1","4","2016"
"30","85","98","31","3","2016"
"25","33","45","30","3","2016"
"95","81","33","29","3","2016"
"31","16","88","28","3","2016"
"98","71","38","27","3","2016"
"65","43","69","26","3","2016"
"65","43","69","25","3","2016"
"65","43","69","24","3","2016"
"65","43","69","23","3","2016"
"72","80","24","22","3","2016"
"41","78","69","21","3","2016"
"14","83","46","20","3","2016"
"42","8","81","19","3","2016"
"17","3","37","18","3","2016"
"97","13","94","17","3","2016"
"74","18","9","16","3","2016"
"27","91","5","15","3","2016"
"55","14","67","14","3","2016"
"14","94","28","13","3","2016"
"22","50","58","12","3","2016"
"76","30","5","11","3","2016"
"11","45","5","10","3","2016"
"98","32","15","9","3","2016"
"68","85","45","8","3","2016"
"21","63","94","7","3","2016"
"31","97","64","6","3","2016"
"57","94","77","5","3","2016"
"12","25","0","4","3","2016"
"48","69","18","3","3","2016"
"36","90","44","2","3","2016"
"75","93","39","1","3","2016"
"90","82","43","29","2","2016"
"0","53","34","28","2","2016"
"13","32","43","27","2","2016"
"13","32","43","26","2","2016"
"8","90","30","25","2","2016"
"85","90","26","24","2","2016"
"13","14","87","23","2","2016"
"52","91","90","22","2","2016"
"35","29","23","21","2","2016"
"83","1","19","20","2","2016"
"50","32","18","19","2","2016"
"91","88","77","18","2","2016"
"39","93","48","17","2","2016"
"9","14","27","16","2","2016"
"59","4","19","15","2","2016"
"13","95","27","14","2","2016"
"77","89","7","13","2","2016"
"31","33","30","12","2","2016"
"34","24","28","11","2","2016"
"23","42","3","10","2","2016"
"16","62","43","9","2","2016"
"1","94","11","8","2","2016"
"74","95","73","7","2","2016"
"88","67","94","6","2","2016"
"74","32","79","5","2","2016"
"9","59","42","4","2","2016"
"7","26","2","3","2","2016"
"66","1","98","2","2","2016"
"74","68","29","1","2","2016"
"71","60","14","31","1","2016"
"65","25","42","30","1","2016"
"32","10","91","29","1","2016"
"25","32","85","28","1","2016"
"15","80","14","27","1","2016"
"6","59","87","26","1","2016"
"26","42","93","25","1","2016"
"72","77","55","24","1","2016"
"2","54","46","23","1","2016"
"61","18","87","22","1","2016"
"97","45","18","21","1","2016"
"97","45","18","20","1","2016"
"31","64","71","19","1","2016"
"63","4","84","18","1","2016"
"52","73","2","17","1","2016"
"71","60","58","16","1","2016"
"14","4","2","15","1","2016"
"66","79","60","14","1","2016"
"70","25","37","13","1","2016"
"64","74","32","12","1","2016"
"25","18","83","11","1","2016"
"0","85","16","10","1","2016"
"44","22","64","9","1","2016"
"47","38","55","8","1","2016"
"75","76","65","7","1","2016"
"35","78","82","6","1","2016"
"10","57","53","5","1","2016"
"1","83","36","4","1","2016"
"21","22","83","3","1","2016"
"9","58","71","2","1","2016"
"24","96","15","1","1","2016"
"24","96","15","31","12","2015"
"24","96","15","30","12","2015"
"95","57","57","29","12","2015"
"87","90","60","28","12","2015"
"17","37","15","27","12","2015"
"72","33","53","26","12","2015"
"54","81","35","25","12","2015"
"54","81","35","24","12","2015"
"54","81","35","23","12","2015"
"61","23","3","22","12","2015"
"62","7","86","21","12","2015"
"28","9","86","20","12","2015"
"35","7","38","19","12","2015"
"2","19","27","18","12","2015"
"87","88","88","17","12","2015"
"81","35","99","16","12","2015"
"34","28","28","15","12","2015"
"71","91","23","14","12","2015"
"1","77","26","13","12","2015"
"0","17","0","12","12","2015"
"32","4","4","11","12","2015"
"10","99","51","10","12","2015"
"37","90","54","9","12","2015"
"97","96","27","8","12","2015"
"24","5","30","7","12","2015"
"66","59","61","6","12","2015"
"73","7","5","5","12","2015"
"54","88","32","4","12","2015"
"82","12","46","3","12","2015"
"25","5","89","2","12","2015"
"94","70","82","1","12","2015"
"16","53","79","30","11","2015"
"8","1","18","29","11","2015"
"97","13","44","28","11","2015"
"66","23","32","27","11","2015"
"67","63","56","26","11","2015"
"99","31","61","25","11","2015"
"44","96","33","24","11","2015"
"64","78","21","23","11","2015"
"96","61","36","22","11","2015"
"41","35","52","21","11","2015"
"92","0","28","20","11","2015"
"20","65","44","19","11","2015"
"76","37","58","18","11","2015"
"37","43","68","17","11","2015"
"83","0","91","16","11","2015"
"29","55","46","15","11","2015"
"28","84","28","14","11","2015"
"18","49","46","13","11","2015"
"85","71","44","12","11","2015"
"66","60","61","11","11","2015"
"85","1","77","10","11","2015"
"57","51","86","9","11","2015"
"95","18","46","8","11","2015"
"91","60","1","7","11","2015"
"13","69","70","6","11","2015"
"66","81","76","5","11","2015"
"46","83","50","4","11","2015"
"47","63","46","3","11","2015"
"0","50","32","2","11","2015"
"69","44","17","1","11","2015"
"29","63","48","31","10","2015"
"27","88","43","30","10","2015"
"42","83","60","29","10","2015"
"98","32","78","28","10","2015"
"55","91","56","27","10","2015"
"13","44","17","26","10","2015"
"86","85","27","25","10","2015"
"77","69","76","24","10","2015"
"12","36","83","23","10","2015"
"24","20","68","22","10","2015"
"38","63","77","21","10","2015"
"98","22","60","20","10","2015"
"14","61","87","19","10","2015"
"82","9","39","18","10","2015"
"1","13","12","17","10","2015"
"21","72","41","16","10","2015"
"77","13","67","15","10","2015"
"13","85","31","14","10","2015"
"26","16","61","13","10","2015"
"22","19","63","12","10","2015"
"49","75","77","11","10","2015"
"3","1","56","10","10","2015"
"67","42","9","9","10","2015"
"27","29","49","8","10","2015"
"75","86","41","7","10","2015"
"25","30","89","6","10","2015"
"1","72","1","5","10","2015"
"88","32","99","4","10","2015"
"64","85","1","3","10","2015"
"18","20","50","2","10","2015"
"89","69","21","1","10","2015"
"76","36","80","30","9","2015"
"68","14","75","29","9","2015"
"92","54","16","28","9","2015"
"0","46","94","27","9","2015"
"71","86","7","26","9","2015"
"69","96","52","25","9","2015"
"22","96","42","24","9","2015"
"22","96","42","23","9","2015"
"43","51","94","22","9","2015"
"99","42","44","21","9","2015"
"13","32","19","20","9","2015"
"0","69","88","19","9","2015"
"71","74","5","18","9","2015"
"91","10","55","17","9","2015"
"8","51","30","16","9","2015"
"42","85","85","15","9","2015"
"14","41","83","14","9","2015"
"36","5","42","13","9","2015"
"42","71","18","12","9","2015"
"77","24","86","11","9","2015"
"82","50","8","10","9","2015"
"35","92","15","9","9","2015"
"25","89","5","8","9","2015"
"95","95","96","7","9","2015"
"96","55","82","6","9","2015"
"97","4","94","5","9","2015"
"72","41","4","4","9","2015"
"67","26","12","3","9","2015"
"31","88","51","2","9","2015"
"11","10","51","1","9","2015"
"43","38","2","31","8","2015"
"33","4","50","30","8","2015"
"91","27","72","29","8","2015"
"4","2","68","28","8","2015"
"4","2","68","27","8","2015"
"12","92","11","26","8","2015"
"18","35","90","25","8","2015"
"99","24","28","24","8","2015"
"72","15","19","23","8","2015"
"61","47","79","22","8","2015"
"25","59","65","21","8","2015"
"54","33","39","20","8","2015"
"13","72","48","19","8","2015"
"90","14","39","18","8","2015"
"21","96","72","17","8","2015"
"51","16","1","16","8","2015"
"46","64","63","15","8","2015"
"11","44","69","14","8","2015"
"22","54","8","13","8","2015"
"51","72","76","12","8","2015"
"78","51","71","11","8","2015"
"18","97","48","10","8","2015"
"74","82","48","9","8","2015"
"86","86","59","8","8","2015"
"5","93","83","7","8","2015"
"7","68","57","6","8","2015"
"53","68","7","5","8","2015"
"74","76","82","4","8","2015"
"32","63","25","3","8","2015"
"36","90","40","2","8","2015"
"84","98","43","1","8","2015"
"88","66","17","31","7","2015"
"69","67","74","30","7","2015"
"31","35","64","29","7","2015"
"4","10","82","28","7","2015"
"43","26","65","27","7","2015"
"88","61","63","26","7","2015"
"37","35","8","25","7","2015"
"81","94","67","24","7","2015"
"34","96","28","23","7","2015"
"61","37","23","22","7","2015"
"79","13","61","21","7","2015"
"98","27","37","20","7","2015"
"97","99","14","19","7","2015"
"44","89","6","18","7","2015"
"21","30","6","17","7","2015"
"15","83","99","16","7","2015"
"42","63","58","15","7","2015"
"64","56","42","14","7","2015"
"27","2","73","13","7","2015"
"29","83","84","12","7","2015"
"46","78","32","11","7","2015"
"48","44","33","10","7","2015"
"61","76","91","9","7","2015"
"50","14","53","8","7","2015"
"49","65","41","7","7","2015"
"52","24","46","6","7","2015"
"54","43","16","5","7","2015"
"75","42","29","4","7","2015"
"16","87","13","3","7","2015"
"86","9","90","2","7","2015"
"39","74","94","1","7","2015"
"88","57","71","30","6","2015"
"84","82","84","29","6","2015"
"53","25","19","28","6","2015"
"69","67","32","27","6","2015"
"67","12","56","26","6","2015"
"46","74","90","25","6","2015"
"78","62","88","24","6","2015"
"69","98","58","23","6","2015"
"10","64","93","22","6","2015"
"29","2","82","21","6","2015"
"13","42","4","20","6","2015"
"71","67","83","19","6","2015"
"34","15","88","18","6","2015"
"5","76","69","17","6","2015"
"83","97","60","16","6","2015"
"16","28","71","15","6","2015"
"42","38","0","14","6","2015"
"9","85","50","13","6","2015"
"96","5","50","12","6","2015"
"97","96","28","11","6","2015"
"39","29","79","10","6","2015"
"66","97","26","9","6","2015"
"97","6","57","8","6","2015"
"26","64","63","7","6","2015"
"28","19","24","6","6","2015"
"72","44","23","5","6","2015"
"18","19","58","4","6","2015"
"4","31","94","3","6","2015"
"40","27","74","2","6","2015"
"48","13","50","1","6","2015"
"34","22","34","31","5","2015"
"9","62","94","30","5","2015"
"97","95","55","29","5","2015"
"85","72","53","28","5","2015"
"76","21","88","27","5","2015"
"77","81","80","26","5","2015"
"87","33","3","25","5","2015"
"1","65","73","24","5","2015"
"37","66","28","23","5","2015"
"7","76","11","22","5","2015"
"42","38","34","21","5","2015"
"26","6","29","20","5","2015"
"64","34","68","19","5","2015"
"52","28","83","18","5","2015"
"84","64","77","17","5","2015"
"68","44","43","16","5","2015"
"59","74","90","15","5","2015"
"24","40","5","14","5","2015"
"69","80","0","13","5","2015"
"58","67","75","12","5","2015"
"51","6","7","11","5","2015"
"38","47","43","10","5","2015"
"99","49","57","9","5","2015"
"70","90","38","8","5","2015"
"76","58","0","7","5","2015"
"78","49","11","6","5","2015"
"63","65","25","5","5","2015"
"92","31","31","4","5","2015"
"65","36","46","3","5","2015"
"6","75","70","2","5","2015"
"2","75","42","1","5","2015"
"96","61","97","30","4","2015"
"9","87","11","29","4","2015"
"71","56","44","28","4","2015"
"86","90","0","27","4","2015"
"12","58","34","26","4","2015"
"40","72","80","25","4","2015"
"24","9","36","24","4","2015"
"24","57","11","23","4","2015"
"82","71","68","22","4","2015"
"32","19","49","21","4","2015"
"93","37","73","20","4","2015"
"61","11","33","19","4","2015"
"65","44","62","18","4","2015"
"44","47","55","17","4","2015"
"81","1","11","16","4","2015"
"99","23","37","15","4","2015"
"59","37","71","14","4","2015"
"15","59","83","13","4","2015"
"42","3","96","12","4","2015"
"77","6","77","11","4","2015"
"37","66","39","10","4","2015"
"78","4","29","9","4","2015"
"80","22","46","8","4","2015"
"26","44","18","7","4","2015"
"32","25","75","6","4","2015"
"14","9","96","5","4","2015"
"97","61","71","4","4","2015"
"97","61","71","3","4","2015"
"97","61","71","2","4","2015"
"97","61","71","1","4","2015"
"47","40","6","31","3","2015"
"83","11","19","30","3","2015"
"53","39","75","29","3","2015"
"7","91","81","28","3","2015"
"19","46","26","27","3","2015"
"2","26","8","26","3","2015"
"8","59","83","25","3","2015"
"64","88","45","24","3","2015"
"36","84","60","23","3","2015"
"24","5","9","22","3","2015"
"94","99","62","21","3","2015"
"10","67","17","20","3","2015"
"68","82","55","19","3","2015"
"90","69","45","18","3","2015"
"12","56","73","17","3","2015"
"68","38","80","16","3","2015"
"15","43","7","15","3","2015"
"96","34","65","14","3","2015"
"2","48","63","13","3","2015"
"38","12","38","12","3","2015"
"75","77","71","11","3","2015"
"53","92","96","10","3","2015"
"22","51","29","9","3","2015"
"97","85","62","8","3","2015"
"86","40","70","7","3","2015"
"64","25","10","6","3","2015"
"55","0","92","5","3","2015"
"98","74","12","4","3","2015"
"20","98","92","3","3","2015"
"86","86","14","2","3","2015"
"69","75","25","1","3","2015"
"94","97","19","28","2","2015"
"73","94","75","27","2","2015"
"73","94","75","26","2","2015"
"43","63","72","25","2","2015"
"37","41","37","24","2","2015"
"71","1","67","23","2","2015"
"70","34","52","22","2","2015"
"28","70","7","21","2","2015"
"66","3","19","20","2","2015"
"47","9","22","19","2","2015"
"29","6","9","18","2","2015"
"77","48","17","17","2","2015"
"3","57","39","16","2","2015"
"12","45","22","15","2","2015"
"88","46","19","14","2","2015"
"14","63","68","13","2","2015"
"25","94","35","12","2","2015"
"52","22","80","11","2","2015"
"91","57","22","10","2","2015"
"7","47","24","9","2","2015"
"75","38","14","8","2","2015"
"27","63","74","7","2","2015"
"6","64","55","6","2","2015"
"84","10","91","5","2","2015"
"93","30","13","4","2","2015"
"78","28","5","3","2","2015"
"99","15","56","2","2","2015"
"33","3","73","1","2","2015"
"6","33","83","31","1","2015"
"34","43","4","30","1","2015"
"15","84","57","29","1","2015"
"41","62","91","28","1","2015"
"57","44","91","27","1","2015"
"73","59","39","26","1","2015"
"39","76","31","25","1","2015"
"37","99","96","24","1","2015"
"46","34","8","23","1","2015"
"4","32","43","22","1","2015"
"59","62","44","21","1","2015"
"59","62","44","20","1","2015"
"74","56","54","19","1","2015"
"49","59","6","18","1","2015"
"29","90","41","17","1","2015"
"77","56","98","16","1","2015"
"69","78","6","15","1","2015"
"29","0","4","14","1","2015"
"33","10","90","13","1","2015"
"62","59","7","12","1","2015"
"33","99","48","11","1","2015"
"76","45","54","10","1","2015"
"19","35","32","9","1","2015"
"56","81","21","8","1","2015"
"37","52","78","7","1","2015"
"52","60","77","6","1","2015"
"60","43","5","5","1","2015"
"80","32","62","4","1","2015"
"47","79","22","3","1","2015"
"43","38","38","2","1","2015"
"48","25","23","1","1","2015"
"48","25","23","31","12","2014"
"48","25","23","30","12","2014"
"31","91","73","29","12","2014"
"96","53","15","28","12","2014"
"31","58","12","27","12","2014"
"62","63","31","26","12","2014"
"60","59","41","25","12","2014"
"60","59","41","24","12","2014"
"60","59","41","23","12","2014"
"41","0","23","22","12","2014"
"84","25","78","21","12","2014"
"20","82","6","20","12","2014"
"35","93","6","19","12","2014"
"47","9","37","18","12","2014"
"54","45","17","17","12","2014"
"1","30","2","16","12","2014"
"29","88","78","15","12","2014"
"81","73","45","14","12","2014"
"34","1","67","13","12","2014"
"89","74","38","12","12","2014"
"22","72","72","11","12","2014"
"16","41","6","10","12","2014"
"33","54","34","9","12","2014"
"42","69","77","8","12","2014"
"17","78","83","7","12","2014"
"37","59","36","6","12","2014"
"75","1","51","5","12","2014"
"5","20","65","4","12","2014"
"27","22","61","3","12","2014"
"21","11","98","2","12","2014"
"41","98","93","1","12","2014"
"98","23","45","30","11","2014"
"42","93","17","29","11","2014"
"17","21","66","28","11","2014"
"36","19","63","27","11","2014"
"47","62","25","26","11","2014"
"49","87","14","25","11","2014"
"59","63","30","24","11","2014"
"11","88","33","23","11","2014"
"55","88","3","22","11","2014"
"89","16","10","21","11","2014"
"43","27","36","20","11","2014"
"36","19","91","19","11","2014"
"68","3","36","18","11","2014"
"88","42","17","17","11","2014"
"36","14","20","16","11","2014"
"61","30","16","15","11","2014"
"43","58","61","14","11","2014"
"20","44","17","13","11","2014"
"6","29","37","12","11","2014"
"13","83","47","11","11","2014"
"43","29","59","10","11","2014"
"33","24","14","9","11","2014"
"27","44","19","8","11","2014"
"26","48","33","7","11","2014"
"70","30","87","6","11","2014"
"77","51","71","5","11","2014"
"79","96","26","4","11","2014"
"32","45","39","3","11","2014"
"76","26","76","2","11","2014"
"55","53","5","1","11","2014"
"11","45","31","31","10","2014"
"64","93","35","30","10","2014"
"22","64","60","29","10","2014"
"70","50","42","28","10","2014"
"11","45","49","27","10","2014"
"43","27","35","26","10","2014"
"0","29","10","25","10","2014"
"12","24","98","24","10","2014"
"57","99","69","23","10","2014"
"14","44","25","22","10","2014"
"57","24","40","21","10","2014"
"96","34","71","20","10","2014"
"51","43","26","19","10","2014"
"27","42","45","18","10","2014"
"53","26","76","17","10","2014"
"44","3","60","16","10","2014"
"65","64","62","15","10","2014"
"63","35","4","14","10","2014"
"42","50","72","13","10","2014"
"4","16","61","12","10","2014"
"84","79","63","11","10","2014"
"6","47","88","10","10","2014"
"83","56","36","9","10","2014"
"2","32","2","8","10","2014"
"51","22","87","7","10","2014"
"55","97","64","6","10","2014"
"62","31","32","5","10","2014"
"50","11","81","4","10","2014"
"74","49","69","3","10","2014"
"88","58","48","2","10","2014"
"19","30","95","1","10","2014"
"98","78","93","30","9","2014"
"29","73","59","29","9","2014"
"76","76","92","28","9","2014"
"12","80","47","27","9","2014"
"38","36","45","26","9","2014"
"30","8","13","25","9","2014"
"24","94","28","24","9","2014"
"24","94","28","23","9","2014"
"0","61","29","22","9","2014"
"49","23","28","21","9","2014"
"4","59","67","20","9","2014"
"99","44","87","19","9","2014"
"17","1","34","18","9","2014"
"77","81","54","17","9","2014"
"49","12","92","16","9","2014"
"0","65","14","15","9","2014"
"16","48","12","14","9","2014"
"30","73","4","13","9","2014"
"81","75","1","12","9","2014"
"0","46","5","11","9","2014"
"54","43","70","10","9","2014"
"62","73","37","9","9","2014"
"52","58","34","8","9","2014"
"93","60","30","7","9","2014"
"43","95","31","6","9","2014"
"16","31","72","5","9","2014"
"22","72","53","4","9","2014"
"59","70","87","3","9","2014"
"72","32","24","2","9","2014"
"80","88","27","1","9","2014"
"2","0","43","31","8","2014"
"79","16","89","30","8","2014"
"80","78","10","29","8","2014"
"38","45","85","28","8","2014"
"95","46","62","27","8","2014"
"69","60","39","26","8","2014"
"91","21","39","25","8","2014"
"17","82","21","24","8","2014"
"38","86","35","23","8","2014"
"61","66","32","22","8","2014"
"12","84","41","21","8","2014"
"9","99","70","20","8","2014"
"31","77","90","19","8","2014"
"28","20","34","18","8","2014"
"71","52","47","17","8","2014"
"82","40","32","16","8","2014"
"82","24","8","15","8","2014"
"22","47","29","14","8","2014"
"34","79","65","13","8","2014"
"15","32","89","12","8","2014"
"70","97","47","11","8","2014"
"78","97","36","10","8","2014"
"7","32","79","9","8","2014"
"68","75","65","8","8","2014"
"26","81","27","7","8","2014"
"10","27","56","6","8","2014"
"88","26","78","5","8","2014"
"58","85","87","4","8","2014"
"46","1","97","3","8","2014"
"36","79","63","2","8","2014"
"65","5","36","1","8","2014"
"88","73","50","31","7","2014"
"73","37","38","30","7","2014"
"49","54","54","29","7","2014"
"78","13","91","28","7","2014"
"70","33","59","27","7","2014"
"89","77","51","26","7","2014"
"58","89","59","25","7","2014"
"45","70","64","24","7","2014"
"31","6","5","23","7","2014"
"17","98","96","22","7","2014"
"69","68","79","21","7","2014"
"31","19","1","20","7","2014"
"57","43","22","19","7","2014"
"28","81","33","18","7","2014"
"65","62","5","17","7","2014"
"11","27","46","16","7","2014"
"10","78","3","15","7","2014"
"30","23","93","14","7","2014"
"43","63","49","13","7","2014"
"13","34","90","12","7","2014"
"50","58","74","11","7","2014"
"25","38","97","10","7","2014"
"18","3","2","9","7","2014"
"92","70","61","8","7","2014"
"24","5","66","7","7","2014"
"71","19","34","6","7","2014"
"76","89","81","5","7","2014"
"26","13","54","4","7","2014"
"60","91","90","3","7","2014"
"84","21","31","2","7","2014"
"56","64","80","1","7","2014"
"42","63","3","30","6","2014"
"74","87","71","29","6","2014"
"80","28","61","28","6","2014"
"3","82","72","27","6","2014"
"16","30","59","26","6","2014"
"15","48","93","25","6","2014"
"71","18","28","24","6","2014"
"71","30","98","23","6","2014"
"32","45","66","22","6","2014"
"94","18","17","21","6","2014"
"52","62","34","20","6","2014"
"26","7","52","19","6","2014"
"17","79","3","18","6","2014"
"92","79","67","17","6","2014"
"73","23","56","16","6","2014"
"40","34","41","15","6","2014"
"53","83","97","14","6","2014"
"2","57","40","13","6","2014"
"41","92","74","12","6","2014"
"75","36","53","11","6","2014"
"8","54","47","10","6","2014"
"16","72","17","9","6","2014"
"10","20","7","8","6","2014"
"23","95","4","7","6","2014"
"69","49","8","6","6","2014"
"33","11","26","5","6","2014"
"36","20","39","4","6","2014"
"79","54","0","3","6","2014"
"58","1","1","2","6","2014"
"50","38","91","1","6","2014"
"17","89","25","31","5","2014"
"75","48","92","30","5","2014"
"20","61","9","29","5","2014"
"94","27","38","28","5","2014"
"59","12","84","27","5","2014"
"73","53","80","26","5","2014"
"63","69","45","25","5","2014"
"73","52","93","24","5","2014"
"93","68","92","23","5","2014"
"76","98","20","22","5","2014"
"61","45","67","21","5","2014"
"87","15","2","20","5","2014"
"53","16","23","19","5","2014"
"22","65","26","18","5","2014"
"2","80","38","17","5","2014"
"83","71","47","16","5","2014"
"62","70","67","15","5","2014"
"29","81","66","14","5","2014"
"43","46","48","13","5","2014"
"81","29","22","12","5","2014"
"6","12","90","11","5","2014"
"87","64","30","10","5","2014"
"86","94","49","9","5","2014"
"90","31","54","8","5","2014"
"56","69","88","7","5","2014"
"45","2","14","6","5","2014"
"30","25","4","5","5","2014"
"4","87","73","4","5","2014"
"86","14","37","3","5","2014"
"38","89","7","2","5","2014"
"67","13","80","1","5","2014"
"5","54","95","30","4","2014"
"93","72","37","29","4","2014"
"15","90","7","28","4","2014"
"6","73","92","27","4","2014"
"11","45","96","26","4","2014"
"21","38","80","25","4","2014"
"23","98","69","24","4","2014"
"6","65","62","23","4","2014"
"49","21","73","22","4","2014"
"98","38","43","21","4","2014"
"90","67","34","20","4","2014"
"56","10","96","19","4","2014"
"56","10","96","18","4","2014"
"56","10","96","17","4","2014"
"56","10","96","16","4","2014"
"10","37","9","15","4","2014"
"7","87","27","14","4","2014"
"77","7","97","13","4","2014"
"72","91","70","12","4","2014"
"49","49","21","11","4","2014"
"4","51","68","10","4","2014"
"28","74","94","9","4","2014"
"78","1","79","8","4","2014"
"80","39","49","7","4","2014"
"15","29","94","6","4","2014"
"72","73","6","5","4","2014"
"32","80","94","4","4","2014"
"37","83","26","3","4","2014"
"22","27","28","2","4","2014"
"65","39","9","1","4","2014"
"78","68","69","31","3","2014"
"27","28","37","30","3","2014"
"77","35","92","29","3","2014"
"72","44","83","28","3","2014"
"79","18","34","27","3","2014"
"91","46","52","26","3","2014"
"45","96","96","25","3","2014"
"0","88","99","24","3","2014"
"59","10","9","23","3","2014"
"70","26","17","22","3","2014"
"89","6","38","21","3","2014"
"86","76","73","20","3","2014"
"10","39","55","19","3","2014"
"68","89","87","18","3","2014"
"10","46","61","17","3","2014"
"10","54","90","16","3","2014"
"5","30","1","15","3","2014"
"8","66","11","14","3","2014"
"23","84","47","13","3","2014"
"83","74","87","12","3","2014"
"50","96","88","11","3","2014"
"58","5","19","10","3","2014"
"69","40","68","9","3","2014"
"86","47","18","8","3","2014"
"67","58","26","7","3","2014"
"16","7","47","6","3","2014"
"80","7","76","5","3","2014"
"6","12","82","4","3","2014"
"77","46","29","3","3","2014"
"5","0","59","2","3","2014"
"72","13","23","1","3","2014"
"34","33","22","28","2","2014"
"64","75","6","27","2","2014"
"64","75","6","26","2","2014"
"78","7","90","25","2","2014"
"18","79","81","24","2","2014"
"95","29","14","23","2","2014"
"84","40","41","22","2","2014"
"60","53","16","21","2","2014"
"80","58","28","20","2","2014"
"24","97","98","19","2","2014"
"23","59","28","18","2","2014"
"72","56","95","17","2","2014"
"30","12","22","16","2","2014"
"33","66","21","15","2","2014"
"68","26","33","14","2","2014"
"46","91","40","13","2","2014"
"36","1","13","12","2","2014"
"31","99","0","11","2","2014"
"28","29","28","10","2","2014"
"34","61","41","9","2","2014"
"51","58","95","8","2","2014"
"52","44","81","7","2","2014"
"99","49","91","6","2","2014"
"14","63","80","5","2","2014"
"97","96","94","4","2","2014"
"15","34","28","3","2","2014"
"64","28","39","2","2","2014"
"3","41","1","1","2","2014"
"27","62","44","31","1","2014"
"9","17","34","30","1","2014"
"91","80","59","29","1","2014"
"54","26","6","28","1","2014"
"50","55","71","27","1","2014"
"21","86","11","26","1","2014"
"16","27","21","25","1","2014"
"55","37","59","24","1","2014"
"46","84","73","23","1","2014"
"7","2","67","22","1","2014"
"35","36","54","21","1","2014"
"35","36","54","20","1","2014"
"52","92","14","19","1","2014"
"53","75","44","18","1","2014"
"98","0","95","17","1","2014"
"36","97","97","16","1","2014"
"17","25","27","15","1","2014"
"5","39","84","14","1","2014"
"51","56","56","13","1","2014"
"34","7","11","12","1","2014"
"91","4","10","11","1","2014"
"13","63","77","10","1","2014"
"20","0","45","9","1","2014"
"3","17","62","8","1","2014"
"21","85","31","7","1","2014"
"38","18","56","6","1","2014"
