"primera","segunda","tercera","day","moth","year"
"90","70","62","16","6","2011"
"90","70","62","15","6","2011"
"90","70","62","14","6","2011"
"90","70","62","13","6","2011"
"90","70","62","12","6","2011"
"90","70","62","11","6","2011"
"90","70","62","10","6","2011"
"90","70","62","9","6","2011"
"90","70","62","8","6","2011"
"90","70","62","7","6","2011"
"90","70","62","6","6","2011"
"90","70","62","5","6","2011"
"90","70","62","4","6","2011"
"90","70","62","3","6","2011"
"90","70","62","2","6","2011"
"90","70","62","1","6","2011"
"90","70","62","31","5","2011"
"90","70","62","30","5","2011"
"90","70","62","29","5","2011"
"90","70","62","28","5","2011"
"90","70","62","27","5","2011"
"90","70","62","26","5","2011"
"90","70","62","25","5","2011"
"90","70","62","24","5","2011"
"90","70","62","23","5","2011"
"90","70","62","22","5","2011"
"90","70","62","21","5","2011"
"90","70","62","20","5","2011"
"90","70","62","19","5","2011"
"90","70","62","18","5","2011"
"90","70","62","17","5","2011"
"90","70","62","16","5","2011"
"90","70","62","15","5","2011"
"90","70","62","14","5","2011"
"90","70","62","13","5","2011"
"90","70","62","12","5","2011"
"90","70","62","11","5","2011"
"90","70","62","10","5","2011"
"90","70","62","9","5","2011"
"90","70","62","8","5","2011"
"90","70","62","7","5","2011"
"90","70","62","6","5","2011"
"90","70","62","5","5","2011"
"90","70","62","4","5","2011"
"90","70","62","3","5","2011"
"90","70","62","2","5","2011"
"90","70","62","1","5","2011"
"90","70","62","30","4","2011"
"90","70","62","29","4","2011"
"90","70","62","28","4","2011"
"90","70","62","27","4","2011"
"90","70","62","26","4","2011"
"90","70","62","25","4","2011"
"90","70","62","24","4","2011"
"90","70","62","23","4","2011"
"90","70","62","22","4","2011"
"90","70","62","21","4","2011"
"90","70","62","20","4","2011"
"90","70","62","19","4","2011"
"90","70","62","18","4","2011"
"90","70","62","17","4","2011"
"90","70","62","16","4","2011"
"90","70","62","15","4","2011"
"90","70","62","14","4","2011"
"90","70","62","13","4","2011"
"90","70","62","12","4","2011"
"90","70","62","11","4","2011"
"90","70","62","10","4","2011"
"90","70","62","9","4","2011"
"90","70","62","8","4","2011"
"90","70","62","7","4","2011"
"90","70","62","6","4","2011"
"90","70","62","5","4","2011"
"90","70","62","4","4","2011"
"90","70","62","3","4","2011"
"90","70","62","2","4","2011"
"90","70","62","1","4","2011"
"90","70","62","31","3","2011"
"90","70","62","30","3","2011"
"90","70","62","29","3","2011"
"90","70","62","28","3","2011"
"90","70","62","27","3","2011"
"90","70","62","26","3","2011"
"90","70","62","25","3","2011"
"90","70","62","24","3","2011"
"90","70","62","23","3","2011"
"90","70","62","22","3","2011"
"90","70","62","21","3","2011"
"90","70","62","20","3","2011"
"90","70","62","19","3","2011"
"90","70","62","18","3","2011"
"90","70","62","17","3","2011"
"90","70","62","16","3","2011"
"90","70","62","15","3","2011"
"90","70","62","14","3","2011"
"90","70","62","13","3","2011"
"90","70","62","12","3","2011"
"90","70","62","11","3","2011"
"90","70","62","10","3","2011"
"90","70","62","9","3","2011"
"90","70","62","8","3","2011"
"90","70","62","7","3","2011"
"90","70","62","6","3","2011"
"90","70","62","5","3","2011"
"90","70","62","4","3","2011"
"90","70","62","3","3","2011"
"90","70","62","2","3","2011"
"90","70","62","1","3","2011"
"90","70","62","28","2","2011"
"90","70","62","27","2","2011"
"90","70","62","26","2","2011"
"90","70","62","25","2","2011"
"90","70","62","24","2","2011"
"90","70","62","23","2","2011"
"90","70","62","22","2","2011"
"90","70","62","21","2","2011"
"90","70","62","20","2","2011"
"90","70","62","19","2","2011"
"90","70","62","18","2","2011"
"90","70","62","17","2","2011"
"90","70","62","16","2","2011"
"90","70","62","15","2","2011"
"90","70","62","14","2","2011"
"90","70","62","13","2","2011"
"90","70","62","12","2","2011"
"90","70","62","11","2","2011"
"90","70","62","10","2","2011"
"90","70","62","9","2","2011"
"90","70","62","8","2","2011"
"90","70","62","7","2","2011"
"90","70","62","6","2","2011"
"90","70","62","5","2","2011"
"90","70","62","4","2","2011"
"90","70","62","3","2","2011"
"90","70","62","2","2","2011"
"90","70","62","1","2","2011"
"90","70","62","31","1","2011"
"90","70","62","30","1","2011"
"90","70","62","29","1","2011"
"90","70","62","28","1","2011"
"90","70","62","27","1","2011"
"83","75","45","26","1","2011"
"17","16","10","25","1","2011"
"28","56","40","24","1","2011"
"31","19","44","23","1","2011"
"34","83","26","22","1","2011"
"96","71","41","21","1","2011"
"96","71","41","20","1","2011"
"53","24","61","19","1","2011"
"6","70","89","18","1","2011"
"65","79","95","17","1","2011"
"42","34","61","16","1","2011"
"14","39","90","15","1","2011"
"72","59","89","14","1","2011"
"38","18","1","13","1","2011"
"12","58","1","12","1","2011"
"27","27","7","11","1","2011"
"35","96","11","10","1","2011"
"84","92","52","9","1","2011"
"59","48","36","8","1","2011"
"13","91","27","7","1","2011"
"63","76","67","6","1","2011"
"22","81","20","5","1","2011"
"61","30","15","4","1","2011"
"77","86","12","3","1","2011"
"55","68","99","2","1","2011"
